title,rating,category,address,Postal Code,website,phoneNumber,monday,tuesday,wednesday,thursday,friday,saturday,sunday,imgUrl,placeUrl,latitude,longitude,,
Katong ActiveSG Swimming Complex,4.1,Swimming pool,"111 Wilkinson Rd, Katong Swim Complex, Singapore 436752",436752,https://www.myactivesg.com/facilities/katong-swimming-complex,+65 6344 9609,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipPCDsEXdp_eMKV7C0RMa94YIZ1Yol2fF7VyHbbi=w426-h240-k-no,https://www.google.com/maps/place/Katong+ActiveSG+Swimming+Complex/data=!4m7!3m6!1s0x31da1843ee113f47:0xfcaa8e847da0defb!8m2!3d1.302129!4d103.8861643!16s%2Fg%2F1hc2d5yg1!19sChIJRz8R7kMY2jER-96gfYSOqvw,1.3021875,103.8861875,1,1
Legends Fight Sport Clarke Quay | #1 Boxing Classes Singapore,5,Boxing club,"33a Hongkong St, Singapore 059672",059672,legends.com.sg,+65 6252 3254,7a.m.–9p.m.,9:30a.m.–9p.m.,7a.m.–9p.m.,7a.m.–9p.m.,7a.m.–9p.m.,8a.m.–2:30p.m.,7a.m.–6p.m.,https://lh5.googleusercontent.com/p/AF1QipOONpvy8D1GGB4tuEOTMRowLJs36-bDmuZxBlrY=w426-h240-k-no,https://www.google.com/maps/place/Legends+Fight+Sport+Clarke+Quay+%7C+%231+Boxing+Classes+Singapore/data=!4m7!3m6!1s0x31da190ae3533c5b:0xf5b952c0c3eda123!8m2!3d1.287462!4d103.84716!16s%2Fg%2F11bbrc7nwz!19sChIJWzxT4woZ2jERI6Htw8BSufU,1.2874375,103.8471875,1,1
Serangoon ActiveSG Swimming Complex,4.1,Swimming pool,"35A Yio Chu Kang Rd, Singapore 545552",545552,https://www.myactivesg.com/facilities/serangoon-swimming-complex,+65 6288 4606,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipPDEPc_8u1brj9kFDRB4llvk3Xq2qCUA9J1z0sx=w426-h240-k-no,https://www.google.com/maps/place/Serangoon+ActiveSG+Swimming+Complex/data=!4m7!3m6!1s0x31da17aedacaab17:0xd700deb7b09aa0b8!8m2!3d1.3572138!4d103.8746754!16s%2Fg%2F1hf0lfc8r!19sChIJF6vK2q4X2jERuKCasLfeANc,1.3571875,103.8746875,1,1
Klassic Cuesports Pte. Ltd.,4.2,Pool hall,"1 Jln Berseh, #02-02 New World Centre, Singapore 209037",209037,https://m.facebook.com/login.php?next=https%3A%2F%2Fm.facebook.com%2FKlassicClubPage%2F%3Flocale2%3Dzh_CN&refsrc=deprecated&locale2=zh_CN&_rdr,+65 6341 5066,10a.m.–4a.m.,10a.m.–4a.m.,10a.m.–4a.m.,10a.m.–4a.m.,10a.m.–4a.m.,10a.m.–4a.m.,10a.m.–4a.m.,https://lh5.googleusercontent.com/p/AF1QipPpis9hxllO6QIC21wGD5XlzcUr_M39UqQsQWtm=w408-h723-k-no,https://www.google.com/maps/place/Klassic+Cuesports+Pte.+Ltd./data=!4m7!3m6!1s0x31da19b7e39e63d3:0x94dfafa3d538910!8m2!3d1.3071416!4d103.8576949!16s%2Fg%2F1tcv8dr4!19sChIJ02Oe47cZ2jEREIlTPfr6TQk,1.3071875,103.8576875,1,1
Hougang ActiveSG Swimming Complex,4.1,Swimming facility,"95 Hougang Ave 4, Singapore 538830",538830,https://www.myactivesg.com/facilities/hougang-swimming-complex,+65 6386 5010,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipPZ8xPgnXmenLj_nA7C-_A2HMg1ez7W517dpv53=w408-h306-k-no,https://www.google.com/maps/place/Hougang+ActiveSG+Swimming+Complex/data=!4m7!3m6!1s0x31da1649165aec3b:0x6e799e575ccbcafe!8m2!3d1.3700563!4d103.886985!16s%2Fg%2F125_tynvc!19sChIJO-xaFkkW2jER_srLXFeeeW4,1.3700625,103.8869375,1,1
Yio Chu Kang ActiveSG Swimming Complex,4,Swimming pool,"202 Ang Mo Kio Ave 9, Singapore 569771",569771,https://www.myactivesg.com/facilities/yio-chu-kang-swimming-complex,+65 6481 9054,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipPJnYYfjGa5EaiLdZfaGD6BZbkT8wabiE1iiVJA=w408-h544-k-no,https://www.google.com/maps/place/Yio+Chu+Kang+ActiveSG+Swimming+Complex/data=!4m7!3m6!1s0x31da16eab8fe412b:0x39c084bbaed98110!8m2!3d1.3816812!4d103.8465583!16s%2Fg%2F1tj_2rys!19sChIJK0H-uOoW2jEREIHZrruEwDk,1.3816875,103.8465625,1,1
Nee Soon South CC,4,Community center,"30 Yishun Street 81, Singapore 768455",768455,,+65 6753 3121,2–6p.m.,2–6p.m.,2–6p.m.,2–6p.m.,2–6p.m.,2–6p.m.,2–6p.m.,https://lh5.googleusercontent.com/p/AF1QipOSMUHSdd0kPB3qpdBu3tQ_riNJSjCBcl30VigN=w426-h240-k-no,https://www.google.com/maps/place/Nee+Soon+South+CC/data=!4m7!3m6!1s0x31da14119aaaaaab:0xe5a3c450e83421d3!8m2!3d1.4149818!4d103.8350618!16s%2Fg%2F1hc0r6_4_!19sChIJq6qqmhEU2jER0yE06FDEo-U,1.4149375,103.8350625,1,1
Singapore Cricket Club,4.5,Cricket club,"A Connaught Dr, Singapore 179681",179681,scc.org.sg,+65 6338 9271,11a.m.–11p.m.,11a.m.–11p.m.,11a.m.–11p.m.,11a.m.–11p.m.,11a.m.–11p.m.,11a.m.–11p.m.,11a.m.–10p.m.,https://lh5.googleusercontent.com/p/AF1QipPFHcN7F4DcBMwPF08Yt-1vZ6O1QhJfNpO_jg0m=w408-h306-k-no,https://www.google.com/maps/place/Singapore+Cricket+Club/data=!4m7!3m6!1s0x31da1909dfc489eb:0x7872159f7ecb616f!8m2!3d1.2888541!4d103.8520304!16s%2Fg%2F1tjgm35j!19sChIJ64nE3wkZ2jERb2HLfp8Vcng,1.2888125,103.8520625,1,1
SIA Sports Club,4.3,Sports complex,"726 Upper Changi Rd E, Singapore 486046",486046,https://www.siasportsclub.sg/,+65 6214 8168,9a.m.–1a.m.,9a.m.–1a.m.,9a.m.–1a.m.,9a.m.–1a.m.,9a.m.–1a.m.,9a.m.–1a.m.,9a.m.–12a.m.,https://lh5.googleusercontent.com/p/AF1QipOfrJb__yaNgWk6_rDK5rFp94HpYrayxO85h9eM=w408-h306-k-no,https://www.google.com/maps/place/SIA+Sports+Club/data=!4m7!3m6!1s0x31da3cde2252097f:0x787ca3d9b33f26ef!8m2!3d1.3446431!4d103.9647392!16s%2Fg%2F1td1rzvd!19sChIJfwlSIt482jER7yY_s9mjfHg,1.3446875,103.9646875,1,1
NSRCC Sea Sports Centre,4.3,Adventure sports center,"11 Changi Coast Walk, Singapore 499740",499740,,+65 6445 5108,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipPsejvhyIYeYYnVJuAl_OYD9tGFOu6qVS-8ij5c=w408-h306-k-no,https://www.google.com/maps/place/NSRCC+Sea+Sports+Centre/data=!4m7!3m6!1s0x31da239b1556cd23:0x2971b4601700744!8m2!3d1.3162671!4d103.9775545!16s%2Fg%2F11f60y3jdm!19sChIJI81WFZsj2jERRAdwAUYblwI,1.3163125,103.9775625,1,1
Lower Seletar Water Sports Centre (Managed by Camelot Pte Ltd),4.6,Adventure sports center,"100 Yishun Ave 1, Lower Seletar Water Sports Centre, Singapore 769140",769140,adventure.camelotsg.biz,+65 9154 9424,Closed,9a.m.–5p.m.,9a.m.–5p.m.,Closed,9a.m.–5p.m.,8a.m.–6p.m.,8a.m.–6p.m.,https://lh5.googleusercontent.com/p/AF1QipP0fAHa0wxlKl6fWaMq0_vH_BHgvUkJHA3aDU0q=w408-h275-k-no,https://www.google.com/maps/place/Lower+Seletar+Water+Sports+Centre+(Managed+by+Camelot+Pte+Ltd)/data=!4m7!3m6!1s0x31da15f2ea52d79b:0x4c3b6249157b3247!8m2!3d1.4098996!4d103.8320025!16s%2Fg%2F11jdyxltvq!19sChIJm9dS6vIV2jERRzJ7FUliO0w,1.4099375,103.8320625,1,1
Tampines Sports Hall,4.5,Sports complex,"505 Tampines Ave 5, Singapore 529652",529652,,+65 6340 3636,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipOEsPD2xPdKkH3gHqXu56V_dveattYfXoN51Qc1=w408-h306-k-no,https://www.google.com/maps/place/Tampines+Sports+Hall/data=!4m7!3m6!1s0x31da3d127f80ebcf:0xf43ca5ec73106d65!8m2!3d1.3530231!4d103.93942!16zL20vMGM3MGxm!19sChIJz-uAfxI92jERZW0Qc-ylPPQ,1.3530625,103.9394375,1,1
ALLY Singapore,4.6,Fitness center,"8 Cross St, #02-01/02 Manulife Tower, Singapore 048424",048424,https://ally.family/,+65 6518 9588,7a.m.–9:30p.m.,7a.m.–9:30p.m.,7a.m.–9:30p.m.,7a.m.–9:30p.m.,7a.m.–9:30p.m.,8:30a.m.–6:30p.m.,8a.m.–4:30p.m.,https://lh5.googleusercontent.com/p/AF1QipM5Yl-JXZ3oQX0U9uomoL6X-SjSa2bmctHkXR8d=w408-h254-k-no,https://www.google.com/maps/place/ALLY+Singapore/data=!4m7!3m6!1s0x31da19a6e7cc7e69:0x710968c5e944213d!8m2!3d1.2824439!4d103.8490256!16s%2Fg%2F11js5v7_4q!19sChIJaX7M56YZ2jERPSFE6cVoCXE,1.2824375,103.8490625,1,2
The Arena @ Keat Hong,4.8,Basketball court,"428 Choa Chu Kang Ave 4, Block 428, Singapore 680428",680428,https://ownyourcourt.com/courts/the-arena-keat-hong/,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipODyfDQ9Q4IQiSNvGw_aGWFrBWMdfGCcb1t4Wc=w408-h306-k-no,https://www.google.com/maps/place/The+Arena+@+Keat+Hong/data=!4m7!3m6!1s0x31da117ec385d025:0xfd1177da8a39267f!8m2!3d1.3810899!4d103.7403747!16s%2Fg%2F11s35nh217!19sChIJJdCFw34R2jERfyY5itp3Ef0,1.3810625,103.7403125,1,1
Serangoon Stadium,4.1,Stadium,"33 Yio Chu Kang Rd, Singapore 545677",545677,https://www.myactivesg.com/facilities/serangoon-stadium,+65 6288 0086,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipPuwpBeppIhpBSH3eShEcO7o6ZkX4GXwqKyUcjk=w408-h306-k-no,https://www.google.com/maps/place/Serangoon+Stadium/data=!4m7!3m6!1s0x31da17af239b223b:0xfaefaa3bb638cd0c!8m2!3d1.3559496!4d103.8748874!16s%2Fm%2F02qzt2k!19sChIJOyKbI68X2jERDM04tjuq7_o,1.3559375,103.8749375,,
Ang Mo Kio ActiveSG Swimming Complex,4,Swimming pool,"1771 Ang Mo Kio Ave 1, Singapore 569978",569978,https://www.myactivesg.com/facilities/ang-mo-kio-swimming-complex,+65 6456 6821,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipMjoXkRLZSLtKI3ipVHnZIekJznV4uRMymxCiWI=w408-h306-k-no,https://www.google.com/maps/place/Ang+Mo+Kio+ActiveSG+Swimming+Complex/data=!4m7!3m6!1s0x31da16e7a0a59a75:0x6d6f633031b4ea7c!8m2!3d1.3632171!4d103.8499216!16s%2Fg%2F1vg_4tds!19sChIJdZqloOcW2jERfOq0MTBjb20,1.3631875,103.8499375,,
Kallang ActiveSG Netball Centre,4.1,Netball club,"6 Stadium Blvd, Singapore 397797",397797,https://www.myactivesg.com/facilities/kallang-netball-centre,+65 6348 1291,7a.m.–10p.m.,7a.m.–10p.m.,7a.m.–10p.m.,7a.m.–10p.m.,7a.m.–10p.m.,7a.m.–10p.m.,7a.m.–10p.m.,https://lh5.googleusercontent.com/p/AF1QipM_B8kzBkmwOmfcGXfEhm9Ilwkmc0CtO_-wB7u5=w426-h240-k-no,https://www.google.com/maps/place/Kallang+ActiveSG+Netball+Centre/data=!4m7!3m6!1s0x31da1847d860a681:0xaacb079a66349bb3!8m2!3d1.3058075!4d103.8797791!16s%2Fg%2F1wrt9ckl!19sChIJgaZg2EcY2jERs5s0ZpoHy6o,1.3058125,103.8798125,,
Amped Trampoline Park - River Valley,4.4,Recreation center,"46 Kim Yam Road (The Herencia Level 2 (Sports Hall, Singapore 239351",239351,ampedsingapore.com,+65 8228 5961,10a.m.–7p.m.,10a.m.–7p.m.,10a.m.–7p.m.,10a.m.–7p.m.,10a.m.–7p.m.,10a.m.–7p.m.,10a.m.–7p.m.,https://lh5.googleusercontent.com/p/AF1QipOUhXdmp2aDyElsy5RYV7EsLvdJAYOxs8TPZAY=w426-h240-k-no,https://www.google.com/maps/place/Amped+Trampoline+Park+-+River+Valley/data=!4m7!3m6!1s0x31da199c276fa7a3:0xc8631e818f9e8069!8m2!3d1.2929128!4d103.8388437!16s%2Fg%2F1pp2tk5rz!19sChIJo6dvJ5wZ2jERaYCej4EeY8g,1.2929375,103.8388125,,
THE CHEVRONS,4.2,Recreation center,"48 Boon Lay Way, Singapore 609961",609961,https://www.chevrons.org.sg/,+65 6668 8888,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–12a.m.,9a.m.–1a.m.,9a.m.–1a.m.,9a.m.–12a.m.,https://lh5.googleusercontent.com/p/AF1QipPkYDacqJalmmO_SEpJFah_c2f6WeXsXc1_jk3g=w408-h271-k-no,https://www.google.com/maps/place/THE+CHEVRONS/data=!4m7!3m6!1s0x31da100b998017c5:0x621085fdcdd35f8f!8m2!3d1.3308638!4d103.7484096!16s%2Fg%2F11b5pk61q0!19sChIJxReAmQsQ2jERj1_Tzf2FEGI,1.3308125,103.7484375,,
Bedok Sports Hall,3.6,Sports complex,"3 Bedok North Street 2, Singapore 469643",469643,,+65 9012 1086,8a.m.–10p.m.,8a.m.–10p.m.,8a.m.–10p.m.,8a.m.–10p.m.,8a.m.–10p.m.,7:30a.m.–9:30p.m.,7:30a.m.–9:30p.m.,https://lh5.googleusercontent.com/p/AF1QipOrLTleGhsap_BZ-IadWGyUJlWbC_jKteuBdBFM=w408-h306-k-no,https://www.google.com/maps/place/Bedok+Sports+Hall/data=!4m7!3m6!1s0x31da3d678828a48d:0xeb0adc622d54eede!8m2!3d1.326575!4d103.937797!16s%2Fg%2F11gh6wct87!19sChIJjaQoiGc92jER3u5ULWLcCus,1.3265625,103.9378125,,
Sports Hall,4.3,Sports complex,"15 Woodlands Ave 9, Singapore 738967",738967,,,7a.m.–10p.m.,7a.m.–10p.m.,7a.m.–10p.m.,7a.m.–10p.m.,7a.m.–10p.m.,7a.m.–10p.m.,7a.m.–10p.m.,https://lh5.googleusercontent.com/p/AF1QipOv0CYS8cDkjHUpe4T80m-AWxsilxG-2UOZj2A0=w408-h306-k-no,https://www.google.com/maps/place/Sports+Hall/data=!4m7!3m6!1s0x31da13044bf747b5:0x3893794ba2a60e6c!8m2!3d1.4456348!4d103.7836433!16s%2Fg%2F11f3zx03gh!19sChIJtUf3SwQT2jERbA6mokt5kzg,1.4456875,103.7836875,,
SMRT Recreation Club,4.1,Recreation center,"3 Bishan Street 14, Singapore 579780",579780,https://m.facebook.com/login.php?next=https%3A%2F%2Fm.facebook.com%2Fclubjulybishan%2F&refsrc=deprecated&_rdr,,7a.m.–9p.m.,7a.m.–9p.m.,7a.m.–9p.m.,7a.m.–9p.m.,7a.m.–9p.m.,7a.m.–9p.m.,7a.m.–9p.m.,https://lh5.googleusercontent.com/p/AF1QipNpF1ur0QQn8OYBfDRdJ1UwkZ-G1QLz8a65SiWS=w408-h307-k-no,https://www.google.com/maps/place/SMRT+Recreation+Club/data=!4m7!3m6!1s0x31da1719fbfedcbb:0x6e840e0047813659!8m2!3d1.354855!4d103.8503973!16s%2Fg%2F1tgj6bp1!19sChIJu9z--xkX2jERWTaBRwAOhG4,1.3548125,103.8504375,,
Bukit Canberra ActiveSG Sports Hall,4.5,Sports complex,"341 Old Nelson Rd, Singapore 758694",758694,,,7a.m.–10p.m.,7a.m.–10p.m.,7a.m.–10p.m.,7a.m.–10p.m.,7a.m.–10p.m.,7a.m.–10p.m.,7a.m.–10p.m.,https://lh5.googleusercontent.com/p/AF1QipNXYtB6JwnJ2MSZaJyVVrDqkyIKWHU4mB-ShqdC=w408-h253-k-no,https://www.google.com/maps/place/Bukit+Canberra+ActiveSG+Sports+Hall/data=!4m7!3m6!1s0x31da15606c3c2107:0x3dc04436e21f8078!8m2!3d1.448862!4d103.8237479!16s%2Fg%2F11t6yp0t01!19sChIJByE8bGAV2jEReIAf4jZEwD0,1.44875,103.82375,,
Kaki Bukit Recreation Center,3.9,Recreation center,"7 Kaki Bukit Ave 3, Singapore 415814",415814,,,8:30a.m.–5p.m.,8:30a.m.–5p.m.,8:30a.m.–5p.m.,8:30a.m.–5p.m.,8:30a.m.–5p.m.,8:30a.m.–1p.m.,Closed,https://lh5.googleusercontent.com/p/AF1QipOgF3lu0MjgJ1q3XrvfmKGDu8ExPDFgX0O4rBED=w408-h544-k-no,https://www.google.com/maps/place/Kaki+Bukit+Recreation+Center/data=!4m7!3m6!1s0x31da17e4ee4e5045:0x8d0e38ff416c5e6e!8m2!3d1.33753!4d103.9059665!16s%2Fg%2F11b62zv09f!19sChIJRVBO7uQX2jERbl5sQf84Do0,1.3375625,103.9059375,,
Yishun Swimming Complex,4,Swimming pool,"351 Yishun Ave 3, Singapore 769057",769057,https://www.myactivesg.com/facilities/yishun-swimming-complex,+65 6752 5513,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipOutk_Ah9gBY5plOaR6ziSouJZ_Qm7IXAaNDqqq=w408-h306-k-no,https://www.google.com/maps/place/Yishun+Swimming+Complex/data=!4m7!3m6!1s0x31da146d926a4c2b:0xb5e53da2be644dc4!8m2!3d1.4232449!4d103.833608!16s%2Fg%2F1vl9n_rs!19sChIJK0xqkm0U2jERxE1kvqI95bU,1.4231875,103.8335625,,
Sports @ Buona Vista,4.5,Basketball court,"115A Commonwealth Dr, Singapore 149596",149596,,,"10a.m.–2p.m., 5–8p.m.","10a.m.–2p.m., 5–8p.m.","10a.m.–2p.m., 5–8p.m.","10a.m.–2p.m., 5–8p.m.","10a.m.–2p.m., 5–8p.m.","10a.m.–2p.m., 5–8p.m.","10a.m.–2p.m., 5–8p.m.",https://lh5.googleusercontent.com/p/AF1QipMNktu6clxHxD8p_gmGOLh0siDI_VxPixqQ-Qkq=w408-h306-k-no,https://www.google.com/maps/place/Sports+@+Buona+Vista/data=!4m7!3m6!1s0x31da1b5c1abb7f83:0x3eb43e8650a8ef03!8m2!3d1.3056175!4d103.7986059!16s%2Fg%2F11pf0crs0y!19sChIJg3-7Glwb2jERA--oUIY-tD4,1.3055625,103.7985625,,
Yio Chu Kang ActiveSG Stadium,4.1,Stadium,"3000 Ang Mo Kio Ave 8, Yio Chu Kang MRT Station, Singapore 569813",569813,https://www.myactivesg.com/facilities/yio-chu-kang-stadium,+65 6482 4980,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipOR5UwpeWkP060qbeUzquvQZ0V5Ps1KoYvdkFPH=w408-h306-k-no,https://www.google.com/maps/place/Yio+Chu+Kang+ActiveSG+Stadium/data=!4m7!3m6!1s0x31da16eaa1a55555:0xdec086d50ca17a5c!8m2!3d1.3833112!4d103.8464043!16s%2Fm%2F02qzt7c!19sChIJVVWloeoW2jERXHqhDNWGwN4,1.3833125,103.8464375,,
Eunos Community Club,3.8,Community center,"180 Bedok Reservoir Rd, Singapore 479220",479220,https://www.facebook.com/EunosCommunityClub/,+65 6448 6971,10a.m.–6p.m.,10a.m.–6p.m.,10a.m.–6p.m.,10a.m.–6p.m.,10a.m.–6p.m.,10a.m.–6p.m.,10a.m.–6p.m.,https://lh5.googleusercontent.com/p/AF1QipO9n7bK7HqF-XzJZydi_F__Mnnj2ntDhxhOID9r=w408-h273-k-no,https://www.google.com/maps/place/Eunos+Community+Club/data=!4m7!3m6!1s0x31da3d563003fbf7:0xf9a4c4ecf85a56ea!8m2!3d1.332661!4d103.915199!16s%2Fg%2F1tq4nmhm!19sChIJ9_sDMFY92jER6lZa-OzEpPk,1.3326875,103.9151875,,
Marymount Community Club,3.9,Community center,"191 Sin Ming Ave, Singapore 575738",575738,https://www.pa.gov.sg/our-network/community-clubs/locate-cc/detail/Marymount-Community-Club,+65 6451 5955,10a.m.–6p.m.,10a.m.–6p.m.,10a.m.–6p.m.,10a.m.–6p.m.,10a.m.–6p.m.,10a.m.–6p.m.,10a.m.–6p.m.,https://lh5.googleusercontent.com/p/AF1QipOET1iwIWbPNN8RgIGb06M5Wy0ds0BL3ed-XZi7=w408-h306-k-no,https://www.google.com/maps/place/Marymount+Community+Club/data=!4m7!3m6!1s0x31da1718badc101f:0x821c4c8a86d12cbf!8m2!3d1.3613317!4d103.8415004!16s%2Fg%2F1tj_2rzy!19sChIJHxDcuhgX2jERvyzRhopMHII,1.3613125,103.8415625,,
Kaki Bukit Community Centre,4,Community center,"670 Bedok North Street 3, Singapore 469627",469627,https://www.pa.gov.sg/our-network/community-clubs/Locate-CC/detail/Kaki-Bukit-Community-Centre,+65 6445 4223,10a.m.–6p.m.,10a.m.–6p.m.,10a.m.–6p.m.,10a.m.–6p.m.,10a.m.–6p.m.,10a.m.–6p.m.,10a.m.–6p.m.,https://lh5.googleusercontent.com/p/AF1QipOKiH-_76LCIbrJxtcQOXMcYjwcdfBGm-V41wZM=w408-h306-k-no,https://www.google.com/maps/place/Kaki+Bukit+Community+Centre/data=!4m7!3m6!1s0x31da3d4fc92077f1:0x7cdf8f93602cd81b!8m2!3d1.3332661!4d103.9267647!16s%2Fg%2F1tfsqddt!19sChIJ8XcgyU892jERG9gsYJOP33w,1.3333125,103.9268125,,
"Aquatic Life Support Group, Asia",,Aquatic centre,"111 North Bridge Rd, #08-27 Peninsula Plaza, Singapore 179098",179098,https://www.promedusa.us/water-treatment-ozone.html,+65 6836 9665,9a.m.–5p.m.,9a.m.–5p.m.,9a.m.–5p.m.,9a.m.–5p.m.,9a.m.–5p.m.,Closed,Closed,https://lh5.googleusercontent.com/p/AF1QipNEBYxZiczmYGrXEOoGuR-8m-ZT5u8kP6W-P9Tj=w426-h240-k-no,"https://www.google.com/maps/place/Aquatic+Life+Support+Group,+Asia/data=!4m7!3m6!1s0x31da19bb277ea919:0x750f7d6a386de7e3!8m2!3d1.2923407!4d103.8508826!16s%2Fg%2F11f3_xzyv6!19sChIJGal-J7sZ2jER4-dtOGp9D3U",1.2923125,103.8509375,,
Woodlands Stadium,4.3,Stadium,"1 Woodlands Street 13, Singapore 738597",738597,m.facebook.com,+65 6269 3892,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipNfE_mnmvHXWzeBBDMsc2i2kw_rc7ISmQ5TZVtj=w408-h272-k-no,https://www.google.com/maps/place/Woodlands+Stadium/data=!4m7!3m6!1s0x31da13abf9bdfadb:0xdffd7a332d0c82cb!8m2!3d1.4349828!4d103.7803127!16zL20vMGM3MG1n!19sChIJ2_q9-asT2jERy4IMLTN6_d8,1.4349375,103.7803125,,
Kranji Recreation Centre,4.4,Recreation center,"11 Kranji Close, Singapore 737673",737673,,+65 6369 0135,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,https://lh5.googleusercontent.com/p/AF1QipMFA0ymjLV7Uzpz1PGNnCB_O_faqy-idDVF9JlD=w408-h305-k-no,https://www.google.com/maps/place/Kranji+Recreation+Centre/data=!4m7!3m6!1s0x31da1242b01badc5:0xcb0d7265b2f69bde!8m2!3d1.4290845!4d103.7528584!16s%2Fg%2F11hbg9jl97!19sChIJxa0bsEIS2jER3pv2smVyDcs,1.4290625,103.7528125,,
Swimming Pool @ Paradox Singapore,5,Outdoor swimming pool,"20 Merchant Rd, Singapore 058281",058281,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipPTfv31ED1a6Ll7c0KmBIv8p7TPEQkvIxX09Ad9=w408-h306-k-no,https://www.google.com/maps/place/Swimming+Pool+@+Paradox+Singapore/data=!4m7!3m6!1s0x31da19a9420d9aed:0xf0ea6f951f80859e!8m2!3d1.2887138!4d103.8456287!16s%2Fg%2F11gmf9f4sp!19sChIJ7ZoNQqkZ2jERnoWAH5Vv6vA,1.2886875,103.8456875,,